dataset_name,3,4,5,6,7
BPIC_12_A,0.6427370423637293,0.6427373610345879,0.6424705122048912,0.642491333034577,0.6426387960337028
BPIC_12_O,0.6440747925765745,0.6438947686324086,0.6429115334862672,0.6422994113530399,0.6418033184105276
BPIC_12_W,0.7827525713047575,0.7763624191278262,0.7788059532962315,0.7591963781120666,0.7564559240906304
BPIC_13_C,0.3121317614607694,0.3138880145093038,0.3185406590931081,0.3208383336206294,0.3197222262197057
BPIC_13_I,0.4318403578302614,0.4214647927420635,0.42387172657128025,0.4267629217691397,0.42436995834560987
BPIC_15_1,0.19672226829838274,0.17659030764161435,0.15268486430567993,0.1315612282130138,0.11398209842655664
BPIC_15_2,0.17189717979503788,0.15106736133720408,0.12614476740503452,0.10496477746328577,0.08290717330175626
BPIC_15_3,0.2062722666912443,0.18788652171502299,0.16829382972608095,0.14626433143231135,0.1290328340024072
BPIC_15_4,0.21453099609023193,0.18096038017542526,0.14675986988556464,0.11722597230994088,0.09672226786448493
BPIC_15_5,0.16525591569823259,0.15057027480300678,0.12971588211058374,0.11355131087269543,0.09982454305826541
BPIC_20_DD,0.3619472898426824,0.36472353589011014,0.36385938553693326,0.3627661914700658,0.36219388699409033
BPIC_20_ID,0.38778021658195766,0.3964222677102745,0.4082558130241851,0.41807135447629884,0.4148388018682927
BPIC_20_PTC,0.4554767489112042,0.45703589430819197,0.45257581903961547,0.44812499801627176,0.4447495798539273
BPIC_20_RFP,0.35245523497203485,0.3558778613158193,0.35172384527565653,0.3510227476871221,0.35061536315920094
BPIC_20_TPD,0.3468960895068862,0.35768824190947046,0.3654332802881351,0.3665490153377974,0.36604145465486626
Helpdesk,0.2504282783312504,0.23954422046863427,0.23831277487538832,0.2359349110770476,0.23649035896985213
Hospital_Billing,0.4465515923614236,0.45685717723390085,0.45850529792788564,0.45661629129853903,0.45771235857542625
Sepsis,0.3875846619344943,0.40343112034980005,0.390042779355389,0.36899691324812756,0.34822864436202566
Traffic_Fines,0.661367606652594,0.6635465403694593,0.6643447552908595,0.6642515433147712,0.6635078546245026
